id_personne,nom_artiste,libelle_metier,note_artiste
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MARTINDELAHAYE Henri Alexandre Joseph,libraire,"éditeur, libraire"
19,MARTINDELAHAYE Henri Alexandre Joseph,éditeur,"éditeur, libraire"
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MARTINDELAHAYE Henri Alexandre Joseph,libraire,"éditeur, libraire"
19,MARTINDELAHAYE Henri Alexandre Joseph,éditeur,"éditeur, libraire"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,LefèvreCorbinière JeanBaptiste,imprimeur,"imprimeur, libraire, éditeur"
19,LefèvreCorbinière JeanBaptiste,libraire,"imprimeur, libraire, éditeur"
19,LefèvreCorbinière JeanBaptiste,éditeur,"imprimeur, libraire, éditeur"
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,anonyme,,
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,anonyme,,
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,anonyme,,
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MARTINDELAHAYE Henri Alexandre Joseph,libraire,"éditeur, libraire"
19,MARTINDELAHAYE Henri Alexandre Joseph,éditeur,"éditeur, libraire"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,LefèvreCorbinière JeanBaptiste,imprimeur,"imprimeur, libraire, éditeur"
19,LefèvreCorbinière JeanBaptiste,libraire,"imprimeur, libraire, éditeur"
19,LefèvreCorbinière JeanBaptiste,éditeur,"imprimeur, libraire, éditeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,anonyme,,
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MARTINDELAHAYE Henri Alexandre Joseph,libraire,"éditeur, libraire"
19,MARTINDELAHAYE Henri Alexandre Joseph,éditeur,"éditeur, libraire"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,anonyme,,
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,anonyme,,
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,anonyme,,
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,Pellerin,imprimeur,"éditeur, imprimeur"
19,Pellerin,éditeur,"éditeur, imprimeur"
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN Nicolas,imprimeur,"éditeur, imprimeur"
19,PELLERIN Nicolas,éditeur,"éditeur, imprimeur"
19,VADET Pierre Germain,éditeur,éditeur
19,PELLERIN JeanCharles,éditeur,éditeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,MartinMuiron Louis César Joseph,imprimeur,imprimeur
19,MartinDelahaye Henri Alexandre Joseph,éditeur,éditeur
19,anonyme,,
,anonyme,,
